"_id","Date","Description","Deposits","Withdrawls","Balance"
"625fe3f00ceffb2caf007404","14-Oct-2020","Cash",0,"181,106.31","724,425.26"
"625fe3f00ceffb2caf007407","14-Oct-2020","Cash",0,"32,224.04","290,016.34"
"625fe3f00ceffb2caf007418","16-Oct-2020","Cash",0,"138,632.03","831,792.20"
"625fe3f00ceffb2caf007426","18-Oct-2020","Cash",15.43,0,"2,955.03"
"625fe3f00ceffb2caf007437","18-Oct-2020","Cash",1.61,0,337.41
"625fe3f00ceffb2caf007450","19-Oct-2020","Cash",0,"4,754.25","28,525.53"
"625fe3f00ceffb2caf00746e","20-Oct-2020","Cash","25,639.10",0,"1,274,524.47"
"625fe3f00ceffb2caf00746f","20-Oct-2020","Cash","183,933.20",0,"1,458,457.67"
"625fe3f00ceffb2caf007474","20-Oct-2020","Cash","17,560.30",0,"2,287,834.74"
"625fe3f00ceffb2caf007482","20-Oct-2020","Cash","88,871.00",0,"735,160.87"
"625fe3f00ceffb2caf00748c","20-Oct-2020","Cash","14,449.17",0,"2,468,838.37"
"625fe3f00ceffb2caf007491","20-Oct-2020","Cash",24.4,0,"1,734,709.13"
"625fe3f00ceffb2caf0074a0","21-Oct-2020","Cash",0,"204,175.84","816,703.34"
"625fe3f00ceffb2caf0074c1","23-Oct-2020","Cash",54.65,0,"1,370,874.26"
"625fe3f00ceffb2caf0074c7","24-Oct-2020","Cash","236,511.50",0,"1,819,154.50"
"625fe3f00ceffb2caf0074cb","25-Oct-2020","Cash","20,419.61",0,"20,419.61"
"625fe3f00ceffb2caf0074d3","26-Oct-2020","Cash",0,"16,535.21","115,746.48"
"625fe3f00ceffb2caf0074e4","26-Oct-2020","Cash",2.7,0,"6,684.84"
"625fe3f00ceffb2caf0074f1","26-Oct-2020","Cash",0,"234,744.85","1,408,469.13"
"625fe3f00ceffb2caf0074fe","26-Oct-2020","Cash",246.4,0,"59,840.71"
"625fe3f00ceffb2caf007506","26-Oct-2020","Cash",0,4.32,25.9
"625fe3f00ceffb2caf00750c","26-Oct-2020","Cash","191,658.75",0,"196,083.69"
"625fe3f00ceffb2caf007526","27-Oct-2020","Cash","719,858.00",0,"850,073.68"
"625fe3f00ceffb2caf007534","27-Oct-2020","Cash",404.52,0,"192,783.06"
"625fe3f00ceffb2caf007538","27-Oct-2020","Cash",0,"62,058.52","186,175.54"
"625fe3f00ceffb2caf00753b","27-Oct-2020","Cash",0,"16,622.82","116,359.70"
"625fe3f00ceffb2caf007545","27-Oct-2020","Cash",0,"14,940.13",0
"625fe3f00ceffb2caf00754b","27-Oct-2020","Cash","53,513.00",0,"53,547.60"
"625fe3f00ceffb2caf007552","27-Oct-2020","Cash","1,262,995.25",0,"1,846,843.43"
"625fe3f00ceffb2caf00755c","27-Oct-2020","Cash",41,0,41
"625fe3f00ceffb2caf00757f","27-Oct-2020","Cash",0,"844,049.16",0
"625fe3f00ceffb2caf007586","28-Oct-2020","Cash",500.3,0,"48,376.86"
"625fe3f00ceffb2caf0075a2","28-Oct-2020","Cash",0,"17,990.22","17,990.22"
"625fe3f00ceffb2caf0075bb","29-Oct-2020","Cash",0,"430,721.47","430,721.46"
"625fe3f00ceffb2caf0075c8","29-Oct-2020","Cash",0,368.97,737.93
"625fe3f00ceffb2caf0075d2","29-Oct-2020","Cash","2,226.00",0,"13,278.22"
"625fe3f00ceffb2caf0075dd","29-Oct-2020","Cash",462.04,0,487.81
"625fe3f00ceffb2caf0075f0","29-Oct-2020","Cash",0,"101,436.10","202,872.21"
"625fe3f00ceffb2caf0075f9","29-Oct-2020","Cash",0,"1,394.44","9,761.05"
"625fe3f00ceffb2caf0075fe","29-Oct-2020","Cash",0,"8,949.33","53,695.96"
"625fe3f00ceffb2caf007621","29-Oct-2020","Cash",0,"418,509.27","2,092,546.33"
"625fe3f00ceffb2caf007624","29-Oct-2020","Cash",0,"139,503.09","558,012.35"
"625fe3f00ceffb2caf007625","29-Oct-2020","Cash",0,"279,006.18","279,006.18"
"625fe3f00ceffb2caf007627","29-Oct-2020","Cash",50,0,"869,058.38"
"625fe3f00ceffb2caf007644","30-Oct-2020","Cash",0,"2,374.74","14,248.45"
"625fe3f00ceffb2caf007649","30-Oct-2020","Cash",122.4,0,"8,202.23"
"625fe3f00ceffb2caf00765b","31-Oct-2020","Cash","24,315.80",0,"362,675.19"
"625fe3f00ceffb2caf007677","01-Nov-2020","Cash","4,686.00",0,"4,738.74"
"625fe3f00ceffb2caf0076aa","01-Nov-2020","Cash",26.2,0,26.2
"625fe3f00ceffb2caf0076ad","01-Nov-2020","Cash",0,"28,341.51","85,024.53"
"625fe3f00ceffb2caf0076ce","02-Nov-2020","Cash",0,"34,163.71","239,145.95"
"625fe3f00ceffb2caf0076d4","02-Nov-2020","Cash",14.22,0,"258,572.49"
"625fe3f00ceffb2caf0076ef","04-Nov-2020","Cash","7,475.20",0,"1,205,750.40"
"625fe3f00ceffb2caf0076fa","04-Nov-2020","Cash",3,0,"1,076,427.68"
"625fe3f00ceffb2caf007709","05-Nov-2020","Cash",0,"169,022.82","1,352,182.55"
"625fe3f00ceffb2caf00770b","05-Nov-2020","Cash",0,"150,242.51","1,201,940.04"
"625fe3f00ceffb2caf00770d","05-Nov-2020","Cash",0,"225,194.80","900,779.20"
"625fe3f00ceffb2caf00771b","05-Nov-2020","Cash",0,68.69,412.16
"625fe3f00ceffb2caf007726","05-Nov-2020","Cash","2,179.00",0,"901,803.02"
"625fe3f00ceffb2caf007739","05-Nov-2020","Cash","26,340.80",0,"26,408.40"
"625fe3f00ceffb2caf00773c","06-Nov-2020","Cash","2,241.00",0,"24,250.30"
"625fe3f00ceffb2caf00776a","14-Nov-2020","Cash",0,"167,898.07","1,511,082.62"
"625fe3f00ceffb2caf00776e","14-Nov-2020","Cash",443,0,"671,267.88"
"625fe3f00ceffb2caf00777a","14-Nov-2020","Cash",0,"513,555.43",0
"625fe3f00ceffb2caf00778e","15-Nov-2020","Cash",0,"37,715.36","264,007.50"
"625fe3f00ceffb2caf007793","15-Nov-2020","Cash","27,192.70",0,"385,383.47"
"625fe3f00ceffb2caf00779d","15-Nov-2020","Cash","24,771.65",0,"100,044.08"
"625fe3f00ceffb2caf0077a0","15-Nov-2020","Cash","138,595.10",0,"202,623.31""_id","Date","Description","Deposits","Withdrawls","Balance"
"625fe3f00ceffb2caf0077bc","16-Nov-2020","Cash",268.96,0,"33,648.48"
"625fe3f00ceffb2caf0077d9","19-Nov-2020","Cash",45,0,"2,067,677.87"
"625fe3f00ceffb2caf0077da","19-Nov-2020","Cash","3,576.30",0,"2,071,254.17"
"625fe3f00ceffb2caf0077db","19-Nov-2020","Cash","2,004.30",0,"2,073,258.47"
"625fe3f00ceffb2caf0077ed","20-Nov-2020","Cash",35,0,"6,162.54"
"625fe3f00ceffb2caf0077f1","20-Nov-2020","Cash",0,"1,755.20","5,265.61"
"625fe3f00ceffb2caf007821","20-Nov-2020","Cash",0,"67,208.05","470,456.38"
"625fe3f00ceffb2caf007822","20-Nov-2020","Cash",0,"52,272.93","418,183.45"
"625fe3f00ceffb2caf007844","21-Nov-2020","Cash",0,"17,524.74","87,623.68"
"625fe3f00ceffb2caf00784b","21-Nov-2020","Cash",0,"4,418.99","26,513.96"
"625fe3f00ceffb2caf007852","22-Nov-2020","Cash","131,030.00",0,"1,149,835.66"
"625fe3f00ceffb2caf00785e","22-Nov-2020","Cash",0,"1,005.10","4,020.39"
"625fe3f00ceffb2caf007868","23-Nov-2020","Cash",25,0,"1,580,128.80"
"625fe3f00ceffb2caf00786b","23-Nov-2020","Cash",0,"105,622.44","950,601.96"
"625fe3f00ceffb2caf007870","25-Nov-2020","Cash",0,"364,534.86","729,069.71"
"625fe3f00ceffb2caf007872","25-Nov-2020","Cash","2,083.70",0,"650,145.66"
"625fe3f00ceffb2caf00787d","26-Nov-2020","Cash",0,"113,007.57","904,060.52"
"625fe3f00ceffb2caf007888","26-Nov-2020","Cash","24,556.00",0,"569,979.66"
"625fe3f00ceffb2caf007890","26-Nov-2020","Cash",26.4,0,"2,037,825.95"
"625fe3f00ceffb2caf007894","27-Nov-2020","Cash",9.64,0,"3,642,876.09"
"625fe3f00ceffb2caf007898","28-Nov-2020","Cash","1,763,768.00",0,"6,727,350.99"
"625fe3f00ceffb2caf00789a","28-Nov-2020","Cash","24,580.00",0,"24,580.00"
"625fe3f00ceffb2caf0078a3","29-Nov-2020","Cash","690,649.00",0,"2,454,495.49"
"625fe3f00ceffb2caf0078a8","29-Nov-2020","Cash",0,"1,225,967.50","1,225,967.50"
"625fe3f00ceffb2caf0078ad","29-Nov-2020","Cash",158.4,0,158.4
"625fe3f00ceffb2caf0078b2","30-Nov-2020","Cash",13.68,0,"41,133.41"
"625fe3f00ceffb2caf0078d2","30-Nov-2020","Cash",0,"40,936.53","81,873.05"
"625fe3f00ceffb2caf0078e3","30-Nov-2020","Cash","2,574.90",0,"428,936.41"
"625fe3f00ceffb2caf0078ef","30-Nov-2020","Cash",0,"106,590.38","639,542.27"
"625fe3f00ceffb2caf0078f4","01-Dec-2020","Cash",0,"179,077.18","358,154.37"
"625fe3f00ceffb2caf007909","01-Dec-2020","Cash","208,406.00",0,"298,881.03"
"625fe3f00ceffb2caf007916","01-Dec-2020","Cash",0,"1,010.99","8,087.95"
"625fe3f00ceffb2caf00792b","02-Dec-2020","Cash",0,625.47,"1,876.40"
"625fe3f00ceffb2caf007940","02-Dec-2020","Cash",0,"48,410.49","338,873.40"
"625fe3f00ceffb2caf007942","02-Dec-2020","Cash",7.6,0,"338,888.40"
"625fe3f00ceffb2caf007943","02-Dec-2020","Cash",0,"112,962.80","225,925.60"
"625fe3f00ceffb2caf00795a","02-Dec-2020","Cash","108,663.20",0,"345,406.84"
"625fe3f00ceffb2caf00795b","02-Dec-2020","Cash",0,"41,465.34","248,792.03"
"625fe3f00ceffb2caf00795c","02-Dec-2020","Cash","2,902.00",0,"348,308.84"
"625fe3f00ceffb2caf00796b","02-Dec-2020","Cash",0,"65,091.47",0
"625fe3f00ceffb2caf007971","02-Dec-2020","Cash",0,"7,282.36","36,411.82"
"625fe3f00ceffb2caf00797b","04-Dec-2020","Cash",0,97.52,390.08
"625fe3f00ceffb2caf0079a9","08-Dec-2020","Cash","2,102.70",0,"7,433.36"
"625fe3f00ceffb2caf0079ac","08-Dec-2020","Cash",0,"1,313.84","5,255.35"
"625fe3f00ceffb2caf0079b3","09-Dec-2020","Cash",2.4,0,"149,876.07"
"625fe3f00ceffb2caf0079b7","09-Dec-2020","Cash",517.25,0,"107,300.39"
"625fe3f00ceffb2caf0079d7","09-Dec-2020","Cash","367,144.00",0,"757,792.13"
"625fe3f00ceffb2caf0079ed","10-Dec-2020","Cash","1,667,152.50",0,"2,983,512.80"
"625fe3f00ceffb2caf0079ef","10-Dec-2020","Cash",0,"268,516.15","2,416,645.37"
"625fe3f00ceffb2caf0079f0","10-Dec-2020","Cash","5,760.60",0,"2,422,405.97"
"625fe3f00ceffb2caf007a04","10-Dec-2020","Cash","1,456,293.00",0,"2,832,908.00"
"625fe3f00ceffb2caf007a06","10-Dec-2020","Cash",0,"354,113.50","2,478,794.50"
"625fe3f00ceffb2caf007a17","11-Dec-2020","Cash",54.03,0,"70,399.57"
"625fe3f00ceffb2caf007a18","11-Dec-2020","Cash","18,803.06",0,"89,202.63"
"625fe3f00ceffb2caf007a3a","14-Dec-2020","Cash","1,345.00",0,"207,453.13"
"625fe3f00ceffb2caf007a3c","14-Dec-2020","Cash",0,"29,636.16","148,180.81"
"625fe3f00ceffb2caf007a3f","14-Dec-2020","Cash",388,0,"95,579.97"
"625fe3f00ceffb2caf007a53","14-Dec-2020","Cash",0,"31,118.01","124,472.05"
"625fe3f00ceffb2caf007a59","14-Dec-2020","Cash",4.41,0,"251,655.87"
"625fe3f00ceffb2caf007a60","15-Dec-2020","Cash",528,0,528
"625fe3f00ceffb2caf007a61","15-Dec-2020","Cash",0,58.67,469.33
"625fe3f00ceffb2caf007a6a","15-Dec-2020","Cash",0,"7,710.96","46,265.79"
"625fe3f00ceffb2caf007a6d","15-Dec-2020","Cash","3,033.00",0,"53,002.03"
"625fe3f00ceffb2caf007a7d","16-Dec-2020","Cash",10,0,"29,349.55"
"625fe3f00ceffb2caf007a8b","18-Dec-2020","Cash",0,"87,986.63","439,933.15"
"625fe3f00ceffb2caf007a91","18-Dec-2020","Cash","16,572.00",0,"330,396.32"
"625fe3f00ceffb2caf007a9b","18-Dec-2020","Cash","2,383.00",0,"316,254.18"
"625fe3f00ceffb2caf007aa6","18-Dec-2020","Cash","1,003.00",0,"1,003.00"
"625fe3f00ceffb2caf007ab9","18-Dec-2020","Cash",0,"118,285.25","236,570.50"
"625fe3f00ceffb2caf007abc","18-Dec-2020","Cash",0,"46,317.07","416,853.59"
"625fe3f00ceffb2caf007ac2","18-Dec-2020","Cash",0,"124,673.40","374,020.19"
"625fe3f00ceffb2caf007ade","19-Dec-2020","Cash",0,"53,135.99","53,135.98"
"625fe3f00ceffb2caf007afc","22-Dec-2020","Cash",0,"216,652.19","866,608.78"
"625fe3f00ceffb2caf007b0c","23-Dec-2020","Cash",0,"4,521.90","40,697.10"
"625fe3f00ceffb2caf007b16","24-Dec-2020","Cash",0,717.6,"5,740.78"
"625fe3f00ceffb2caf007b25","25-Dec-2020","Cash","2,443.74",0,"2,878,254.93"
"625fe3f00ceffb2caf007b2d","25-Dec-2020","Cash",1.1,0,1.79
"625fe3f00ceffb2caf007b3b","25-Dec-2020","Cash",0,"864,438.83",0
"625fe3f00ceffb2caf007b3f","25-Dec-2020","Cash","2,584.00",0,"2,970.75"
"625fe3f00ceffb2caf007b87","27-Dec-2020","Cash","7,569.50",0,"1,282,738.13"
"625fe3f00ceffb2caf007ba2","30-Dec-2020","Cash",403,0,"26,874.08"
"625fe3f00ceffb2caf007bad","30-Dec-2020","Cash",0,"100,819.65","705,737.52"
"625fe3f00ceffb2caf007be0","31-Dec-2020","Cash",0,"265,553.96","1,858,877.71"
"625fe3f00ceffb2caf007beb","31-Dec-2020","Cash",0,"197,886.93","989,434.64"
"625fe3f00ceffb2caf007c0d","01-Jan-2021","Cash","25,768.63",0,"602,770.89"
"625fe3f00ceffb2caf007c0f","02-Jan-2021","Cash",400.8,0,"527,825.33"
"625fe3f00ceffb2caf007c36","04-Jan-2021","Cash",0,"24,598.71","147,592.24"
"625fe3f00ceffb2caf007c50","04-Jan-2021","Cash",0,"106,453.05","532,265.25"
"625fe3f00ceffb2caf007c5c","05-Jan-2021","Cash","66,340.80",0,"1,463,191.60"
"625fe3f00ceffb2caf007c66","06-Jan-2021","Cash",0,"165,598.23","496,794.70"
"625fe3f00ceffb2caf007c69","07-Jan-2021","Cash","1,347.00",0,"249,971.30"
"625fe3f00ceffb2caf007c6a","07-Jan-2021","Cash",367,0,"250,338.30"
"625fe3f00ceffb2caf007c6c","07-Jan-2021","Cash",0.2,0,0.2
"625fe3f00ceffb2caf007c71","07-Jan-2021","Cash","197,729.40",0,"200,336.77"
"625fe3f00ceffb2caf007c74","07-Jan-2021","Cash","3,133.94",0,"127,627.95"
"625fe3f00ceffb2caf007c7b","07-Jan-2021","Cash","198,313.40",0,"293,954.52"
"625fe3f00ceffb2caf007c9c","08-Jan-2021","Cash","1,751,383.00",0,"4,635,684.18"
"625fe3f00ceffb2caf007cab","10-Jan-2021","Cash",0,"74,805.60","598,444.77"
"625fe3f00ceffb2caf007cc6","10-Jan-2021","Cash",8,0,"13,729.38"
"625fe3f00ceffb2caf007ccc","10-Jan-2021","Cash",0,"4,222.31","33,778.47"
"625fe3f00ceffb2caf007cce","11-Jan-2021","Cash",367.2,0,"34,194.52"
"625fe3f00ceffb2caf007cd0","11-Jan-2021","Cash",0,"3,419.45","27,355.62"
"625fe3f00ceffb2caf007ce0","12-Jan-2021","Cash",0,396.83,"3,571.51"
"625fe3f00ceffb2caf007ce4","12-Jan-2021","Cash",0,"27,961.72","251,655.44"
"625fe3f00ceffb2caf007ce6","12-Jan-2021","Cash",0,"25,165.76","226,491.88"
"625fe3f00ceffb2caf007cf9","12-Jan-2021","Cash",2.4,0,"405,876.62"
"625fe3f00ceffb2caf007cff","12-Jan-2021","Cash",2.9,0,"111,885.87"
"625fe3f00ceffb2caf007d2b","18-Jan-2021","Cash",0,"207,083.18","207,083.18"
"625fe3f00ceffb2caf007d34","18-Jan-2021","Cash",0,"79,331.61","396,658.02"
"625fe3f00ceffb2caf007d50","19-Jan-2021","Cash",0,"45,026.37","90,052.73"
"625fe3f00ceffb2caf007d55","19-Jan-2021","Cash",0,"121,528.31","729,169.88"
"625fe3f00ceffb2caf007d73","20-Jan-2021","Cash",0,"8,143.96","65,151.67"
"625fe3f00ceffb2caf007d8b","22-Jan-2021","Cash","1,767.86",0,"6,112,627.59"
"625fe3f00ceffb2caf007d8d","22-Jan-2021","Cash",0,"873,232.51","4,366,162.57"
"625fe3f00ceffb2caf007db7","23-Jan-2021","Cash",0,"368,890.34","1,475,561.38"
"625fe3f00ceffb2caf007dba","23-Jan-2021","Cash",0,2.29,9.14
"625fe3f00ceffb2caf007dc1","23-Jan-2021","Cash",0,"643,340.76","643,340.76"
"625fe3f00ceffb2caf007dcf","25-Jan-2021","Cash",0,"1,122,883.03","1,122,883.02"
"625fe3f00ceffb2caf007de5","29-Jan-2021","Cash",0,75.34,226.01
"625fe3f00ceffb2caf007e12","31-Jan-2021","Cash",0,"29,068.59","232,548.70"
"625fe3f00ceffb2caf007e23","31-Jan-2021","Cash","1,061,625.00",0,"1,360,427.64"
"625fe3f00ceffb2caf007e2e","01-Feb-2021","Cash",442,0,"2,090,396.43"
"625fe3f00ceffb2caf007e30","01-Feb-2021","Cash","40,618.72",0,"1,434,216.34"
"625fe3f00ceffb2caf007e33","01-Feb-2021","Cash",0,"269,639.96","1,078,559.82"
"625fe3f00ceffb2caf007e3d","02-Feb-2021","Cash","1,601,124.00",0,"2,748,820.79"
"625fe3f00ceffb2caf007e5e","04-Feb-2021","Cash",0,"196,888.02","1,181,328.14"
"625fe3f00ceffb2caf007e71","04-Feb-2021","Cash",0,"317,836.35","1,589,181.75"
"625fe3f00ceffb2caf007e84","04-Feb-2021","Cash",0,480.13,0
"625fe3f00ceffb2caf007e89","04-Feb-2021","Cash","14,950.00",0,"1,339,268.12"
"625fe3f00ceffb2caf007e8c","04-Feb-2021","Cash","9,615.00",0,"14,595.04"
"625fe3f00ceffb2caf007eb2","07-Feb-2021","Cash","63,587.00",0,"705,474.16"
